Entity,iso_code,date,containment_index
Afghanistan,AFG,2020/1/1,0
Afghanistan,AFG,2020/1/2,0
Afghanistan,AFG,2020/1/3,0
Afghanistan,AFG,2020/1/4,0
Afghanistan,AFG,2020/1/5,0
Afghanistan,AFG,2020/1/6,0
Afghanistan,AFG,2020/1/7,0
Afghanistan,AFG,2020/1/8,0
Afghanistan,AFG,2020/1/9,0
Afghanistan,AFG,2020/1/10,0
Afghanistan,AFG,2020/1/11,0
Afghanistan,AFG,2020/1/12,0
Afghanistan,AFG,2020/1/13,0
Afghanistan,AFG,2020/1/14,0
Afghanistan,AFG,2020/1/15,0
Afghanistan,AFG,2020/1/16,0
Afghanistan,AFG,2020/1/17,0
Afghanistan,AFG,2020/1/18,0
Afghanistan,AFG,2020/1/19,0
Afghanistan,AFG,2020/1/20,0
Afghanistan,AFG,2020/1/21,0
Afghanistan,AFG,2020/1/22,0
Afghanistan,AFG,2020/1/23,0
Afghanistan,AFG,2020/1/24,0
Afghanistan,AFG,2020/1/25,0
Afghanistan,AFG,2020/1/26,0
Afghanistan,AFG,2020/1/27,0
Afghanistan,AFG,2020/1/28,0
Afghanistan,AFG,2020/1/29,0
Afghanistan,AFG,2020/1/30,0
Afghanistan,AFG,2020/1/31,0
Afghanistan,AFG,2020/2/1,0
Afghanistan,AFG,2020/2/2,0
Afghanistan,AFG,2020/2/3,0
Afghanistan,AFG,2020/2/4,0
Afghanistan,AFG,2020/2/5,0
Afghanistan,AFG,2020/2/6,0
Afghanistan,AFG,2020/2/7,0
Afghanistan,AFG,2020/2/8,0
Afghanistan,AFG,2020/2/9,0
Afghanistan,AFG,2020/2/10,0
Afghanistan,AFG,2020/2/11,0
Afghanistan,AFG,2020/2/12,0
Afghanistan,AFG,2020/2/13,0
Afghanistan,AFG,2020/2/14,0
Afghanistan,AFG,2020/2/15,0
Afghanistan,AFG,2020/2/16,0
Afghanistan,AFG,2020/2/17,0
Afghanistan,AFG,2020/2/18,0
Afghanistan,AFG,2020/2/19,0
Afghanistan,AFG,2020/2/20,0
Afghanistan,AFG,2020/2/21,0
Afghanistan,AFG,2020/2/22,0
Afghanistan,AFG,2020/2/23,7.74
Afghanistan,AFG,2020/2/24,11.31
Afghanistan,AFG,2020/2/25,11.31
Afghanistan,AFG,2020/2/26,11.31
Afghanistan,AFG,2020/2/27,11.31
Afghanistan,AFG,2020/2/28,11.31
Afghanistan,AFG,2020/2/29,11.31
Afghanistan,AFG,2020/3/1,26.19
Afghanistan,AFG,2020/3/2,26.19
Afghanistan,AFG,2020/3/3,26.19
Afghanistan,AFG,2020/3/4,26.19
Afghanistan,AFG,2020/3/5,26.19
Afghanistan,AFG,2020/3/6,26.19
Afghanistan,AFG,2020/3/7,26.19
Afghanistan,AFG,2020/3/8,26.19
Afghanistan,AFG,2020/3/9,26.19
Afghanistan,AFG,2020/3/10,26.19
Afghanistan,AFG,2020/3/11,26.19
Afghanistan,AFG,2020/3/12,26.19
Afghanistan,AFG,2020/3/13,26.19
Afghanistan,AFG,2020/3/14,33.33
Afghanistan,AFG,2020/3/15,33.33
Afghanistan,AFG,2020/3/16,33.33
Afghanistan,AFG,2020/3/17,33.33
Afghanistan,AFG,2020/3/18,35.12
Afghanistan,AFG,2020/3/19,35.12
Afghanistan,AFG,2020/3/20,35.12
Afghanistan,AFG,2020/3/21,35.12
Afghanistan,AFG,2020/3/22,35.12
Afghanistan,AFG,2020/3/23,35.12
Afghanistan,AFG,2020/3/24,41.07
Afghanistan,AFG,2020/3/25,50
Afghanistan,AFG,2020/3/26,50
Afghanistan,AFG,2020/3/27,50
Afghanistan,AFG,2020/3/28,55.36
Afghanistan,AFG,2020/3/29,55.36
Afghanistan,AFG,2020/3/30,55.36
Afghanistan,AFG,2020/3/31,55.36
Afghanistan,AFG,2020/4/1,55.36
Afghanistan,AFG,2020/4/2,55.36
Afghanistan,AFG,2020/4/3,55.36
Afghanistan,AFG,2020/4/4,55.36
Afghanistan,AFG,2020/4/5,62.5
Afghanistan,AFG,2020/4/6,62.5
Afghanistan,AFG,2020/4/7,62.5
Afghanistan,AFG,2020/4/8,62.5
Afghanistan,AFG,2020/4/9,62.5
Afghanistan,AFG,2020/4/10,62.5
Afghanistan,AFG,2020/4/11,62.5
Afghanistan,AFG,2020/4/12,66.07
Afghanistan,AFG,2020/4/13,66.07
Afghanistan,AFG,2020/4/14,66.07
Afghanistan,AFG,2020/4/15,66.07
Afghanistan,AFG,2020/4/16,66.07
Afghanistan,AFG,2020/4/17,66.07
Afghanistan,AFG,2020/4/18,66.07
Afghanistan,AFG,2020/4/19,66.07
Afghanistan,AFG,2020/4/20,66.07
Afghanistan,AFG,2020/4/21,66.07
Afghanistan,AFG,2020/4/22,66.07
Afghanistan,AFG,2020/4/23,66.07
Afghanistan,AFG,2020/4/24,66.07
Afghanistan,AFG,2020/4/25,66.07
Afghanistan,AFG,2020/4/26,66.07
Afghanistan,AFG,2020/4/27,67.86
Afghanistan,AFG,2020/4/28,67.86
Afghanistan,AFG,2020/4/29,67.86
Afghanistan,AFG,2020/4/30,67.86
Afghanistan,AFG,2020/5/1,67.86
Afghanistan,AFG,2020/5/2,67.86
Afghanistan,AFG,2020/5/3,67.86
Afghanistan,AFG,2020/5/4,67.86
Afghanistan,AFG,2020/5/5,67.86
Afghanistan,AFG,2020/5/6,67.86
Afghanistan,AFG,2020/5/7,67.86
Afghanistan,AFG,2020/5/8,67.86
Afghanistan,AFG,2020/5/9,67.86
Afghanistan,AFG,2020/5/10,67.86
Afghanistan,AFG,2020/5/11,67.86
Afghanistan,AFG,2020/5/12,67.86
Afghanistan,AFG,2020/5/13,67.86
Afghanistan,AFG,2020/5/14,67.86
Afghanistan,AFG,2020/5/15,67.86
Afghanistan,AFG,2020/5/16,67.86
Afghanistan,AFG,2020/5/17,67.86
Afghanistan,AFG,2020/5/18,67.86
Afghanistan,AFG,2020/5/19,67.86
Afghanistan,AFG,2020/5/20,67.86
Afghanistan,AFG,2020/5/21,67.86
Afghanistan,AFG,2020/5/22,67.86
Afghanistan,AFG,2020/5/23,67.86
Afghanistan,AFG,2020/5/24,67.86
Afghanistan,AFG,2020/5/25,67.86
Afghanistan,AFG,2020/5/26,67.86
Afghanistan,AFG,2020/5/27,67.86
Afghanistan,AFG,2020/5/28,67.86
Afghanistan,AFG,2020/5/29,67.86
Afghanistan,AFG,2020/5/30,67.86
Afghanistan,AFG,2020/5/31,67.86
Afghanistan,AFG,2020/6/1,67.86
Afghanistan,AFG,2020/6/2,67.86
Afghanistan,AFG,2020/6/3,67.86
Afghanistan,AFG,2020/6/4,67.86
Afghanistan,AFG,2020/6/5,67.86
Afghanistan,AFG,2020/6/6,67.86
Afghanistan,AFG,2020/6/7,71.43
Afghanistan,AFG,2020/6/8,71.43
Afghanistan,AFG,2020/6/9,69.05
Afghanistan,AFG,2020/6/10,69.05
Afghanistan,AFG,2020/6/11,69.05
Afghanistan,AFG,2020/6/12,69.05
Afghanistan,AFG,2020/6/13,69.05
Afghanistan,AFG,2020/6/14,69.05
Afghanistan,AFG,2020/6/15,69.05
Afghanistan,AFG,2020/6/16,69.05
Afghanistan,AFG,2020/6/17,69.05
Afghanistan,AFG,2020/6/18,69.05
Afghanistan,AFG,2020/6/19,69.05
Afghanistan,AFG,2020/6/20,69.05
Afghanistan,AFG,2020/6/21,69.05
Afghanistan,AFG,2020/6/22,69.05
Afghanistan,AFG,2020/6/23,69.05
Afghanistan,AFG,2020/6/24,69.05
Afghanistan,AFG,2020/6/25,69.05
Afghanistan,AFG,2020/6/26,69.05
Afghanistan,AFG,2020/6/27,69.05
Afghanistan,AFG,2020/6/28,69.05
Afghanistan,AFG,2020/6/29,69.05
Afghanistan,AFG,2020/6/30,69.05
Afghanistan,AFG,2020/7/1,69.05
Afghanistan,AFG,2020/7/2,69.05
Afghanistan,AFG,2020/7/3,69.05
Afghanistan,AFG,2020/7/4,69.05
Afghanistan,AFG,2020/7/5,69.05
Afghanistan,AFG,2020/7/6,69.05
Afghanistan,AFG,2020/7/7,69.05
Afghanistan,AFG,2020/7/8,69.05
Afghanistan,AFG,2020/7/9,69.05
Afghanistan,AFG,2020/7/10,69.05
Afghanistan,AFG,2020/7/11,69.05
Afghanistan,AFG,2020/7/12,69.05
Afghanistan,AFG,2020/7/13,69.05
Afghanistan,AFG,2020/7/14,69.05
Afghanistan,AFG,2020/7/15,69.05
Afghanistan,AFG,2020/7/16,69.05
Afghanistan,AFG,2020/7/17,69.05
Afghanistan,AFG,2020/7/18,69.05
Afghanistan,AFG,2020/7/19,69.05
Afghanistan,AFG,2020/7/20,69.05
Afghanistan,AFG,2020/7/21,69.05
Afghanistan,AFG,2020/7/22,69.05
Afghanistan,AFG,2020/7/23,69.05
Afghanistan,AFG,2020/7/24,69.05
Afghanistan,AFG,2020/7/25,69.05
Afghanistan,AFG,2020/7/26,69.05
Afghanistan,AFG,2020/7/27,69.05
Afghanistan,AFG,2020/7/28,69.05
Afghanistan,AFG,2020/7/29,69.05
Afghanistan,AFG,2020/7/30,69.05
Afghanistan,AFG,2020/7/31,69.05
Afghanistan,AFG,2020/8/1,69.05
Afghanistan,AFG,2020/8/2,69.05
Afghanistan,AFG,2020/8/3,69.05
Afghanistan,AFG,2020/8/4,66.67
Afghanistan,AFG,2020/8/5,64.29
Afghanistan,AFG,2020/8/6,64.29
Afghanistan,AFG,2020/8/7,64.29
Afghanistan,AFG,2020/8/8,64.29
Afghanistan,AFG,2020/8/9,64.29
Afghanistan,AFG,2020/8/10,64.29
Afghanistan,AFG,2020/8/11,64.29
Afghanistan,AFG,2020/8/12,64.29
Afghanistan,AFG,2020/8/13,64.29
Afghanistan,AFG,2020/8/14,64.29
Afghanistan,AFG,2020/8/15,57.14
Afghanistan,AFG,2020/8/16,57.14
Afghanistan,AFG,2020/8/17,57.14
Afghanistan,AFG,2020/8/18,57.74
Afghanistan,AFG,2020/8/19,57.74
Afghanistan,AFG,2020/8/20,57.74
Afghanistan,AFG,2020/8/21,57.74
Afghanistan,AFG,2020/8/22,57.74
Afghanistan,AFG,2020/8/23,57.74
Afghanistan,AFG,2020/8/24,57.74
Afghanistan,AFG,2020/8/25,57.74
Afghanistan,AFG,2020/8/26,40.48
Afghanistan,AFG,2020/8/27,40.48
Afghanistan,AFG,2020/8/28,40.48
Afghanistan,AFG,2020/8/29,40.48
Afghanistan,AFG,2020/8/30,40.48
Afghanistan,AFG,2020/8/31,40.48
Afghanistan,AFG,2020/9/1,40.48
Afghanistan,AFG,2020/9/2,40.48
Afghanistan,AFG,2020/9/3,40.48
Afghanistan,AFG,2020/9/4,40.48
Afghanistan,AFG,2020/9/5,36.9
Afghanistan,AFG,2020/9/6,36.9
Afghanistan,AFG,2020/9/7,36.9
Afghanistan,AFG,2020/9/8,36.9
Afghanistan,AFG,2020/9/9,36.9
Afghanistan,AFG,2020/9/10,36.9
Afghanistan,AFG,2020/9/11,36.9
Afghanistan,AFG,2020/9/12,36.9
Afghanistan,AFG,2020/9/13,36.9
Afghanistan,AFG,2020/9/14,36.9
Afghanistan,AFG,2020/9/15,29.76
Afghanistan,AFG,2020/9/16,29.76
Afghanistan,AFG,2020/9/17,29.76
Afghanistan,AFG,2020/9/18,29.76
Afghanistan,AFG,2020/9/19,29.76
Afghanistan,AFG,2020/9/20,29.76
Afghanistan,AFG,2020/9/21,29.76
Afghanistan,AFG,2020/9/22,34.52
Afghanistan,AFG,2020/9/23,34.52
Afghanistan,AFG,2020/9/24,34.52
Afghanistan,AFG,2020/9/25,34.52
Afghanistan,AFG,2020/9/26,34.52
Afghanistan,AFG,2020/9/27,34.52
Afghanistan,AFG,2020/9/28,34.52
Afghanistan,AFG,2020/9/29,34.52
Afghanistan,AFG,2020/9/30,34.52
Afghanistan,AFG,2020/10/1,34.52
Afghanistan,AFG,2020/10/2,34.52
Afghanistan,AFG,2020/10/3,32.14
Afghanistan,AFG,2020/10/4,32.14
Afghanistan,AFG,2020/10/5,32.14
Afghanistan,AFG,2020/10/6,25
Afghanistan,AFG,2020/10/7,25
Afghanistan,AFG,2020/10/8,25
Afghanistan,AFG,2020/10/9,25
Afghanistan,AFG,2020/10/10,25
Afghanistan,AFG,2020/10/11,25
Afghanistan,AFG,2020/10/12,25
Afghanistan,AFG,2020/10/13,25
Afghanistan,AFG,2020/10/14,25
Afghanistan,AFG,2020/10/15,25
Afghanistan,AFG,2020/10/16,25
Afghanistan,AFG,2020/10/17,25
Afghanistan,AFG,2020/10/18,25
Afghanistan,AFG,2020/10/19,25
Afghanistan,AFG,2020/10/20,25
Afghanistan,AFG,2020/10/21,25
Afghanistan,AFG,2020/10/22,25
Afghanistan,AFG,2020/10/23,25
Afghanistan,AFG,2020/10/24,25
Afghanistan,AFG,2020/10/25,25
Afghanistan,AFG,2020/10/26,25
Afghanistan,AFG,2020/10/27,20.24
Afghanistan,AFG,2020/10/28,20.24
Afghanistan,AFG,2020/10/29,20.24
Afghanistan,AFG,2020/10/30,20.24
Afghanistan,AFG,2020/10/31,20.24
Afghanistan,AFG,2020/11/1,20.24
Afghanistan,AFG,2020/11/2,22.02
Afghanistan,AFG,2020/11/3,22.02
Afghanistan,AFG,2020/11/4,22.02
Afghanistan,AFG,2020/11/5,22.02
Afghanistan,AFG,2020/11/6,22.02
Afghanistan,AFG,2020/11/7,22.02
Afghanistan,AFG,2020/11/8,22.02
Afghanistan,AFG,2020/11/9,23.81
Afghanistan,AFG,2020/11/10,23.81
Afghanistan,AFG,2020/11/11,23.81
Afghanistan,AFG,2020/11/12,23.81
Afghanistan,AFG,2020/11/13,23.81
Afghanistan,AFG,2020/11/14,23.81
Afghanistan,AFG,2020/11/15,23.81
Afghanistan,AFG,2020/11/16,23.81
Afghanistan,AFG,2020/11/17,23.81
Afghanistan,AFG,2020/11/18,23.81
Afghanistan,AFG,2020/11/19,23.81
Afghanistan,AFG,2020/11/20,23.81
Afghanistan,AFG,2020/11/21,23.81
Afghanistan,AFG,2020/11/22,23.81
Afghanistan,AFG,2020/11/23,23.81
Afghanistan,AFG,2020/11/24,23.81
Afghanistan,AFG,2020/11/25,23.81
Afghanistan,AFG,2020/11/26,23.81
Afghanistan,AFG,2020/11/27,23.81
Afghanistan,AFG,2020/11/28,23.81
Afghanistan,AFG,2020/11/29,23.81
Afghanistan,AFG,2020/11/30,23.81
Afghanistan,AFG,2020/12/1,23.81
Afghanistan,AFG,2020/12/2,23.81
Afghanistan,AFG,2020/12/3,23.81
Afghanistan,AFG,2020/12/4,23.81
Afghanistan,AFG,2020/12/5,23.81
Afghanistan,AFG,2020/12/6,23.81
Afghanistan,AFG,2020/12/7,23.81
Afghanistan,AFG,2020/12/8,23.81
Afghanistan,AFG,2020/12/9,23.81
Afghanistan,AFG,2020/12/10,23.81
Afghanistan,AFG,2020/12/11,23.81
Afghanistan,AFG,2020/12/12,23.81
Afghanistan,AFG,2020/12/13,23.81
Afghanistan,AFG,2020/12/14,23.81
Afghanistan,AFG,2020/12/15,23.81
Afghanistan,AFG,2020/12/16,23.81
Afghanistan,AFG,2020/12/17,23.81
Afghanistan,AFG,2020/12/18,23.81
Afghanistan,AFG,2020/12/19,23.81
Afghanistan,AFG,2020/12/20,23.81
Afghanistan,AFG,2020/12/21,23.81
Afghanistan,AFG,2020/12/22,23.81
Afghanistan,AFG,2020/12/23,23.81
Afghanistan,AFG,2020/12/24,23.81
Afghanistan,AFG,2020/12/25,23.81
Afghanistan,AFG,2020/12/26,23.81
Afghanistan,AFG,2020/12/27,23.81
Afghanistan,AFG,2020/12/28,23.81
Afghanistan,AFG,2020/12/29,23.81
Afghanistan,AFG,2020/12/30,23.81
Afghanistan,AFG,2020/12/31,23.81
Afghanistan,AFG,2021/1/1,23.81
Afghanistan,AFG,2021/1/2,23.81
Afghanistan,AFG,2021/1/3,23.81
Afghanistan,AFG,2021/1/4,23.81
Afghanistan,AFG,2021/1/5,23.81
Afghanistan,AFG,2021/1/6,23.81
Afghanistan,AFG,2021/1/7,23.81
Afghanistan,AFG,2021/1/8,23.81
Afghanistan,AFG,2021/1/9,23.81
Afghanistan,AFG,2021/1/10,23.81
Afghanistan,AFG,2021/1/11,23.81
Afghanistan,AFG,2021/1/12,23.81
Afghanistan,AFG,2021/1/13,23.81
Afghanistan,AFG,2021/1/14,23.81
Afghanistan,AFG,2021/1/15,23.81
Afghanistan,AFG,2021/1/16,23.81
Afghanistan,AFG,2021/1/17,23.81
Afghanistan,AFG,2021/1/18,23.81
Afghanistan,AFG,2021/1/19,23.81
Afghanistan,AFG,2021/1/20,23.81
Afghanistan,AFG,2021/1/21,23.81
Afghanistan,AFG,2021/1/22,23.81
Afghanistan,AFG,2021/1/23,23.81
Afghanistan,AFG,2021/1/24,23.81
Afghanistan,AFG,2021/1/25,23.81
Afghanistan,AFG,2021/1/26,20.24
Afghanistan,AFG,2021/1/27,20.24
Afghanistan,AFG,2021/1/28,20.24
Afghanistan,AFG,2021/1/29,20.24
Afghanistan,AFG,2021/1/30,20.24
Afghanistan,AFG,2021/1/31,20.24
Afghanistan,AFG,2021/2/1,20.24
Afghanistan,AFG,2021/2/2,20.24
Afghanistan,AFG,2021/2/3,20.24
Afghanistan,AFG,2021/2/4,20.24
Afghanistan,AFG,2021/2/5,20.24
Afghanistan,AFG,2021/2/6,20.24
Afghanistan,AFG,2021/2/7,20.24
Afghanistan,AFG,2021/2/8,20.24
Afghanistan,AFG,2021/2/9,20.24
Afghanistan,AFG,2021/2/10,20.24
Afghanistan,AFG,2021/2/11,20.24
Afghanistan,AFG,2021/2/12,20.24
Afghanistan,AFG,2021/2/13,20.24
Afghanistan,AFG,2021/2/14,20.24
Afghanistan,AFG,2021/2/15,20.24
Afghanistan,AFG,2021/2/16,20.24
Afghanistan,AFG,2021/2/17,20.24
Afghanistan,AFG,2021/2/18,20.24
Afghanistan,AFG,2021/2/19,20.24
Afghanistan,AFG,2021/2/20,20.24
Afghanistan,AFG,2021/2/21,20.24
Afghanistan,AFG,2021/2/22,20.24
Afghanistan,AFG,2021/2/23,23.1
Afghanistan,AFG,2021/2/24,23.1
Afghanistan,AFG,2021/2/25,23.1
Afghanistan,AFG,2021/2/26,23.1
Afghanistan,AFG,2021/2/27,23.1
Afghanistan,AFG,2021/2/28,23.1
Afghanistan,AFG,2021/3/1,23.1
Afghanistan,AFG,2021/3/2,21.31
Afghanistan,AFG,2021/3/3,21.31
Afghanistan,AFG,2021/3/4,21.31
Afghanistan,AFG,2021/3/5,21.31
Afghanistan,AFG,2021/3/6,21.31
Afghanistan,AFG,2021/3/7,21.31
Afghanistan,AFG,2021/3/8,21.31
Afghanistan,AFG,2021/3/9,21.31
Afghanistan,AFG,2021/3/10,33.21
Afghanistan,AFG,2021/3/11,33.21
Afghanistan,AFG,2021/3/12,33.21
Afghanistan,AFG,2021/3/13,33.21
Afghanistan,AFG,2021/3/14,33.21
Afghanistan,AFG,2021/3/15,33.21
Afghanistan,AFG,2021/3/16,33.21
Afghanistan,AFG,2021/3/17,33.21
Afghanistan,AFG,2021/3/18,33.21
Afghanistan,AFG,2021/3/19,33.21
Afghanistan,AFG,2021/3/20,33.21
Afghanistan,AFG,2021/3/21,33.21
Afghanistan,AFG,2021/3/22,33.21
Afghanistan,AFG,2021/3/23,30.83
Afghanistan,AFG,2021/3/24,30.83
Afghanistan,AFG,2021/3/25,30.83
Afghanistan,AFG,2021/3/26,30.83
Afghanistan,AFG,2021/3/27,30.83
Afghanistan,AFG,2021/3/28,30.83
Afghanistan,AFG,2021/3/29,30.83
Afghanistan,AFG,2021/3/30,30.83
Afghanistan,AFG,2021/3/31,30.83
Afghanistan,AFG,2021/4/1,30.83
Afghanistan,AFG,2021/4/2,30.83
Afghanistan,AFG,2021/4/3,30.83
Afghanistan,AFG,2021/4/4,30.83
Afghanistan,AFG,2021/4/5,30.83
Afghanistan,AFG,2021/4/6,30.83
Afghanistan,AFG,2021/4/7,30.83
Afghanistan,AFG,2021/4/8,30.83
Afghanistan,AFG,2021/4/9,30.83
Afghanistan,AFG,2021/4/10,30.83
Afghanistan,AFG,2021/4/11,30.83
Afghanistan,AFG,2021/4/12,30.83
Afghanistan,AFG,2021/4/13,30.83
Afghanistan,AFG,2021/4/14,30.83
Afghanistan,AFG,2021/4/15,30.83
Afghanistan,AFG,2021/4/16,30.83
Afghanistan,AFG,2021/4/17,30.83
Afghanistan,AFG,2021/4/18,30.83
Afghanistan,AFG,2021/4/19,30.83
Afghanistan,AFG,2021/4/20,30.83
Afghanistan,AFG,2021/4/21,30.83
Afghanistan,AFG,2021/4/22,30.83
Afghanistan,AFG,2021/4/23,30.83
Afghanistan,AFG,2021/4/24,30.83
Afghanistan,AFG,2021/4/25,30.83
Afghanistan,AFG,2021/4/26,30.83
Afghanistan,AFG,2021/4/27,30.83
Afghanistan,AFG,2021/4/28,30.83
Afghanistan,AFG,2021/4/29,30.83
Afghanistan,AFG,2021/4/30,30.83
Afghanistan,AFG,2021/5/1,30.83
Afghanistan,AFG,2021/5/2,30.83
Afghanistan,AFG,2021/5/3,30.83
Afghanistan,AFG,2021/5/4,36.19
Afghanistan,AFG,2021/5/5,36.19
Afghanistan,AFG,2021/5/6,36.19
Afghanistan,AFG,2021/5/7,36.19
Afghanistan,AFG,2021/5/8,36.19
Afghanistan,AFG,2021/5/9,36.19
Afghanistan,AFG,2021/5/10,36.19
Afghanistan,AFG,2021/5/11,36.19
Afghanistan,AFG,2021/5/12,36.19
Afghanistan,AFG,2021/5/13,36.19
Afghanistan,AFG,2021/5/14,36.19
Afghanistan,AFG,2021/5/15,36.19
Afghanistan,AFG,2021/5/16,36.19
Afghanistan,AFG,2021/5/17,36.19
Afghanistan,AFG,2021/5/18,36.19
Afghanistan,AFG,2021/5/19,36.19
Afghanistan,AFG,2021/5/20,36.19
Afghanistan,AFG,2021/5/21,36.19
Afghanistan,AFG,2021/5/22,36.19
Afghanistan,AFG,2021/5/23,54.05
Afghanistan,AFG,2021/5/24,54.05
Afghanistan,AFG,2021/5/25,54.05
Afghanistan,AFG,2021/5/26,54.05
Afghanistan,AFG,2021/5/27,54.05
Afghanistan,AFG,2021/5/28,54.05
Afghanistan,AFG,2021/5/29,43.33
Afghanistan,AFG,2021/5/30,43.33
Afghanistan,AFG,2021/5/31,40.95
Afghanistan,AFG,2021/6/1,40.95
Afghanistan,AFG,2021/6/2,40.95
Afghanistan,AFG,2021/6/3,40.95
Afghanistan,AFG,2021/6/4,40.95
Afghanistan,AFG,2021/6/5,40.95
Afghanistan,AFG,2021/6/6,40.95
Afghanistan,AFG,2021/6/7,40.95
Afghanistan,AFG,2021/6/8,40.95
Afghanistan,AFG,2021/6/9,40.95
Afghanistan,AFG,2021/6/10,40.95
Afghanistan,AFG,2021/6/11,40.95
Afghanistan,AFG,2021/6/12,42.14
Afghanistan,AFG,2021/6/13,42.14
Afghanistan,AFG,2021/6/14,38.93
Afghanistan,AFG,2021/6/15,38.93
Afghanistan,AFG,2021/6/16,38.93
Afghanistan,AFG,2021/6/17,38.93
Afghanistan,AFG,2021/6/18,38.93
Afghanistan,AFG,2021/6/19,38.93
Afghanistan,AFG,2021/6/20,38.93
Afghanistan,AFG,2021/6/21,38.93
Afghanistan,AFG,2021/6/22,38.93
Afghanistan,AFG,2021/6/23,38.93
Afghanistan,AFG,2021/6/24,38.93
Afghanistan,AFG,2021/6/25,38.93
Afghanistan,AFG,2021/6/26,38.93
Afghanistan,AFG,2021/6/27,38.93
Afghanistan,AFG,2021/6/28,38.93
Afghanistan,AFG,2021/6/29,38.93
Afghanistan,AFG,2021/6/30,38.93
Afghanistan,AFG,2021/7/1,38.93
Afghanistan,AFG,2021/7/2,38.93
Afghanistan,AFG,2021/7/3,38.93
Afghanistan,AFG,2021/7/4,38.93
Afghanistan,AFG,2021/7/5,38.93
Afghanistan,AFG,2021/7/6,45.18
Afghanistan,AFG,2021/7/7,45.18
Afghanistan,AFG,2021/7/8,45.18
Afghanistan,AFG,2021/7/9,48.04
Afghanistan,AFG,2021/7/10,48.04
Afghanistan,AFG,2021/7/11,48.04
Afghanistan,AFG,2021/7/12,48.04
Afghanistan,AFG,2021/7/13,48.04
Afghanistan,AFG,2021/7/14,48.04
Afghanistan,AFG,2021/7/15,48.04
Afghanistan,AFG,2021/7/16,48.04
Afghanistan,AFG,2021/7/17,48.04
Afghanistan,AFG,2021/7/18,48.04
Afghanistan,AFG,2021/7/19,48.04
Afghanistan,AFG,2021/7/20,48.04
Afghanistan,AFG,2021/7/21,48.04
Afghanistan,AFG,2021/7/22,48.04
Afghanistan,AFG,2021/7/23,48.04
Afghanistan,AFG,2021/7/24,48.04
Afghanistan,AFG,2021/7/25,48.04
Afghanistan,AFG,2021/7/26,49.7
Afghanistan,AFG,2021/7/27,49.7
Afghanistan,AFG,2021/7/28,49.7
Afghanistan,AFG,2021/7/29,49.7
Afghanistan,AFG,2021/7/30,49.7
Afghanistan,AFG,2021/7/31,49.7
Afghanistan,AFG,2021/8/1,49.7
Afghanistan,AFG,2021/8/2,49.7
Afghanistan,AFG,2021/8/3,49.7
Afghanistan,AFG,2021/8/4,49.7
Afghanistan,AFG,2021/8/5,49.7
Afghanistan,AFG,2021/8/6,49.7
Afghanistan,AFG,2021/8/7,49.7
Afghanistan,AFG,2021/8/8,42.8
Afghanistan,AFG,2021/8/9,42.8
Afghanistan,AFG,2021/8/10,42.8
Afghanistan,AFG,2021/8/11,42.8
Afghanistan,AFG,2021/8/12,42.8
Afghanistan,AFG,2021/8/13,42.8
Afghanistan,AFG,2021/8/14,42.8
Afghanistan,AFG,2021/8/15,18.1
Afghanistan,AFG,2021/8/16,18.1
Afghanistan,AFG,2021/8/17,18.1
Afghanistan,AFG,2021/8/18,18.1
Afghanistan,AFG,2021/8/19,18.1
Afghanistan,AFG,2021/8/20,18.1
Afghanistan,AFG,2021/8/21,18.1
Afghanistan,AFG,2021/8/22,18.1
Afghanistan,AFG,2021/8/23,18.1
Afghanistan,AFG,2021/8/24,18.1
Afghanistan,AFG,2021/8/25,18.1
Afghanistan,AFG,2021/8/26,18.1
Afghanistan,AFG,2021/8/27,18.1
Afghanistan,AFG,2021/8/28,18.1
Afghanistan,AFG,2021/8/29,18.1
Afghanistan,AFG,2021/8/30,15.71
Afghanistan,AFG,2021/8/31,15.71
Afghanistan,AFG,2021/9/1,15.71
Afghanistan,AFG,2021/9/2,15.71
Afghanistan,AFG,2021/9/3,15.71
Afghanistan,AFG,2021/9/4,15.71
Afghanistan,AFG,2021/9/5,15.71
Afghanistan,AFG,2021/9/6,15.71
Afghanistan,AFG,2021/9/7,15.71
Afghanistan,AFG,2021/9/8,15.71
Afghanistan,AFG,2021/9/9,15.71
Afghanistan,AFG,2021/9/10,15.71
Afghanistan,AFG,2021/9/11,15.71
Afghanistan,AFG,2021/9/12,15.71
Afghanistan,AFG,2021/9/13,15.71
Afghanistan,AFG,2021/9/14,15.71
Afghanistan,AFG,2021/9/15,15.71
Afghanistan,AFG,2021/9/16,36.55
Afghanistan,AFG,2021/9/17,36.55
Afghanistan,AFG,2021/9/18,31.79
Afghanistan,AFG,2021/9/19,31.79
Afghanistan,AFG,2021/9/20,31.79
Afghanistan,AFG,2021/9/21,31.79
Afghanistan,AFG,2021/9/22,31.79
Afghanistan,AFG,2021/9/23,31.79
Afghanistan,AFG,2021/9/24,31.79
Afghanistan,AFG,2021/9/25,31.79
Afghanistan,AFG,2021/9/26,31.79
Afghanistan,AFG,2021/9/27,31.79
Afghanistan,AFG,2021/9/28,31.79
Afghanistan,AFG,2021/9/29,31.79
Afghanistan,AFG,2021/9/30,31.79
Afghanistan,AFG,2021/10/1,31.79
Afghanistan,AFG,2021/10/2,31.79
Afghanistan,AFG,2021/10/3,31.79
